,Sentence,Score
steve,0.0004809619238476954,0.0004809619238476954
the score is and was!,0.0004809619238476954,0.0004809619238476954
_x3: eeek for airline charges!!!,0.0005611222444889778,0.0005611222444889778
i am at my highest weight ever.,0.0005611222444889779,0.0005611222444889779
dumb,0.0005611222444889779,0.0005611222444889779
henrie you are amazingg.,0.0005611222444889779,0.0005611222444889779
1:36 am screw it,0.0005611222444889779,0.0005611222444889779
from a fellow bamf.,0.0005611222444889779,0.0005611222444889779
whew!,0.0005611222444889779,0.0005611222444889779
i can haz smal pies pleess??,0.0005611222444889779,0.0005611222444889779
sparkly or shiny?,0.0005611222444889779,0.0005611222444889779
barry killer!,0.0005611222444889779,0.0005611222444889779
umm,0.0005611222444889779,0.0005611222444889779
pancakes!!,0.0005611222444889779,0.0005611222444889779
gnite lovers!,0.0005611222444889779,0.0005611222444889779
ughh.,0.0005611222444889779,0.0005611222444889779
whew.,0.0005611222444889779,0.0005611222444889779
g`night!,0.0005611222444889779,0.0005611222444889779
nerd.,0.0005611222444889779,0.0005611222444889779
drawing.,0.0005611222444889779,0.0005611222444889779
skype!,0.0005611222444889779,0.0005611222444889779
_ii,0.0005611222444889779,0.0005611222444889779
i had curry shrimp,0.0005611222444889779,0.0005611222444889779
**** typical.,0.0005611222444889779,0.0005611222444889779
hm,0.0005611222444889779,0.0005611222444889779
thomas,0.0005611222444889779,0.0005611222444889779
anywhere!!!,0.0005611222444889779,0.0005611222444889779
h,0.0005611222444889779,0.0005611222444889779
z,0.0005611222444889779,0.0005611222444889779
trust me.,0.0005611222444889779,0.0005611222444889779
hehehe.,0.0005611222444889779,0.0005611222444889779
i crochet laura.,0.0005611222444889779,0.0005611222444889779
its impossible.,0.0005611222444889779,0.0005611222444889779
woohoo!!,0.0005611222444889779,0.0005611222444889779
and checking up on me!,0.0005611222444889779,0.0005611222444889779
signing off.,0.0005611222444889779,0.0005611222444889779
_0,0.0005611222444889779,0.0005611222444889779
drawing!!,0.0005611222444889779,0.0005611222444889779
ahhhhh.,0.0005611222444889779,0.0005611222444889779
hah,0.0005611222444889779,0.0005611222444889779
_west,0.0005611222444889779,0.0005611222444889779
hm.,0.0005611222444889779,0.0005611222444889779
laundry.,0.0006412825651302605,0.0006412825651302605
ew.,0.0006412825651302605,0.0006412825651302605
so get on aim!,0.0006412825651302605,0.0006412825651302605
i was an extra.,0.0006412825651302605,0.0006412825651302605
nailing some webconcepting *in the zone*.,0.0006412825651302605,0.0006412825651302605
my grandparents are here.,0.0006412825651302605,0.0006412825651302605
suggestions?,0.0006412825651302605,0.0006412825651302605
bom dia!,0.0006412825651302605,0.0006412825651302605
mucho amor from boston!,0.0006412825651302605,0.0006412825651302605
teacher`s pet!!,0.0006412825651302605,0.0006412825651302605
_recordings alas,0.0006412825651302605,0.0006412825651302605
meeee too.,0.0006412825651302605,0.0006412825651302605
not having your lights on concerns me!,0.0006412825651302605,0.0006412825651302605
dollhouse was saved!!!,0.0006412825651302605,0.0006412825651302605
yayy!!!,0.0006412825651302605,0.0006412825651302605
anyways.,0.0006412825651302605,0.0006412825651302605
suggestions for me???,0.0006412825651302605,0.0006412825651302605
my desk gawd!.,0.0006412825651302605,0.0006412825651302605
any suggestions?,0.0006412825651302605,0.0006412825651302605
nakaka-hyper kayo!,0.0006412825651302605,0.0006412825651302605
tha,0.0006412825651302605,0.0006412825651302605
ew!!,0.0006412825651302605,0.0006412825651302605
get your converse out!,0.0006412825651302605,0.0006412825651302605
kakabalik lang from tarlac.,0.0006412825651302605,0.0006412825651302605
"however, moleskine notebooks rule.",0.0006412825651302605,0.0006412825651302605
roast iater,0.0006412825651302605,0.0006412825651302605
you are disappointing me,0.0006412825651302605,0.0006412825651302605
did claire escape?,0.0006412825651302605,0.0006412825651302605
_26,0.0006412825651302605,0.0006412825651302605
happiness!,0.0006412825651302605,0.0006412825651302605
isp all sorted i gather?!,0.0006412825651302605,0.0006412825651302605
brent cross?,0.0006412825651302605,0.0006412825651302605
no surprise there.,0.0006412825651302605,0.0006412825651302605
lakers!!!,0.0006412825651302605,0.0006412825651302605
395 votes for hungary?what?,0.000721442885771543,0.000721442885771543
very odd for stafford!!,0.000721442885771543,0.000721442885771543
?ï¿½ nh?n ???,0.000721442885771543,0.000721442885771543
who is mary poppins???,0.000721442885771543,0.000721442885771543
until 160 atleast?,0.000721442885771543,0.000721442885771543
prefer 80`s singstar.,0.000721442885771543,0.000721442885771543
knighty knight.,0.000721442885771543,0.000721442885771543
ughhh!!!,0.0007214428857715431,0.0007214428857715431
brb laterz!,0.0007214428857715431,0.0007214428857715431
i saved my spoon.,0.0007214428857715431,0.0007214428857715431
crab boat?,0.0007214428857715431,0.0007214428857715431
get on a plane!,0.0007214428857715431,0.0007214428857715431
monday`s animation mode: on!,0.0007214428857715431,0.0007214428857715431
i doubt it!,0.0007214428857715431,0.0007214428857715431
interested.,0.0007214428857715431,0.0007214428857715431
no more bunny.,0.0007214428857715431,0.0007214428857715431
_15,0.0007214428857715431,0.0007214428857715431
you deserve it!!,0.0007214428857715431,0.0007214428857715431
not interested.,0.0007214428857715431,0.0007214428857715431
ughhh.,0.0007214428857715431,0.0007214428857715431
has just voted for you.,0.0007214428857715431,0.0007214428857715431
"blushing, blushing & once again blushing!",0.0007214428857715431,0.0007214428857715431
ughhh.,0.0007214428857715431,0.0007214428857715431
just listened to domination by pantera on grooveshark:,0.0008016032064128255,0.0008016032064128255
"shoo, roommate, shoo.",0.0008016032064128255,0.0008016032064128255
http://migre.me/sie :* _morley where are you?,0.0008016032064128255,0.0008016032064128255
hva gr8 shw 2nyt !,0.0008016032064128255,0.0008016032064128255
like #hoppusday and etc?,0.0008016032064128255,0.0008016032064128255
- http://tweet.sg doing my fieldwork databook.,0.0008016032064128255,0.0008016032064128255
and for laughing at my perils and tragedies!,0.0008016032064128255,0.0008016032064128255
alex: what is?,0.0008016032064128256,0.0008016032064128256
and it shocked me to the core.,0.0008016032064128256,0.0008016032064128256
i kno,0.0008016032064128256,0.0008016032064128256
damnit all.,0.0008016032064128256,0.0008016032064128256
jk.,0.0008016032064128256,0.0008016032064128256
juice!,0.0008016032064128256,0.0008016032064128256
damnit.,0.0008016032064128256,0.0008016032064128256
i cried too!,0.0008016032064128256,0.0008016032064128256
the speakeasy theaters are no more gah.,0.0008016032064128256,0.0008016032064128256
pray for him!,0.0008016032064128256,0.0008016032064128256
rite.,0.0008016032064128256,0.0008016032064128256
>< not packed!!,0.0008016032064128256,0.0008016032064128256
f!,0.0008016032064128256,0.0008016032064128256
the server is down in phoenix and it was **** up.,0.0008016032064128256,0.0008016032064128256
allergies are ****.,0.0008016032064128256,0.0008016032064128256
that is terrible.,0.0008016032064128256,0.0008016032064128256
torential rains.,0.0008016032064128256,0.0008016032064128256
bedtime!,0.0008016032064128256,0.0008016032064128256
i kno,0.0008016032064128256,0.0008016032064128256
_ ay beezy!,0.0008016032064128256,0.0008016032064128256
chinese.,0.0008016032064128256,0.0008016032064128256
thankyou.,0.0008016032064128256,0.0008016032064128256
on the plane to yosemite.,0.0008016032064128256,0.0008016032064128256
omfg i have been downing them they are so tasty.,0.0008016032064128256,0.0008016032064128256
"surely you have guessed, the arbiter is no other than judith.",0.0008817635270541081,0.0008817635270541081
holy ****,0.0008817635270541082,0.0008817635270541082
i like that quote.,0.0008817635270541082,0.0008817635270541082
its like that with the goo goo dolls for me.,0.0008817635270541082,0.0008817635270541082
arrived.,0.0008817635270541082,0.0008817635270541082
bah!,0.0008817635270541082,0.0008817635270541082
they weighed me at the dr.,0.0008817635270541082,0.0008817635270541082
bah!,0.0008817635270541082,0.0008817635270541082
there no jobs,0.0008817635270541082,0.0008817635270541082
#com125: we have a quiz!,0.0008817635270541082,0.0008817635270541082
trouble for me.,0.0008817635270541082,0.0008817635270541082
not impressed!,0.0008817635270541082,0.0008817635270541082
just ordered henna!,0.0008817635270541082,0.0008817635270541082
gl with your designing etc.,0.0008817635270541082,0.0008817635270541082
i kno i doooo!!!!!!!!!!,0.0008817635270541082,0.0008817635270541082
what about the others?,0.0008817635270541082,0.0008817635270541082
twice.,0.0008817635270541082,0.0008817635270541082
academy-ish.,0.0008817635270541082,0.0008817635270541082
argh!,0.0008817635270541082,0.0008817635270541082
noooo.,0.0008817635270541082,0.0008817635270541082
http://tinyurl.com/kv653j granada bowl with the crew!,0.0008817635270541082,0.0008817635270541082
"no, sir, they did not!",0.0008817635270541082,0.0008817635270541082
argh!,0.0008817635270541082,0.0008817635270541082
brewers on a roll??,0.0008817635270541082,0.0008817635270541082
argh!,0.0008817635270541082,0.0008817635270541082
argh,0.0008817635270541082,0.0008817635270541082
standing ovation for wieters.,0.0008817635270541082,0.0008817635270541082
blah!,0.0008817635270541082,0.0008817635270541082
the usual.,0.0008817635270541082,0.0008817635270541082
blah.,0.0008817635270541082,0.0008817635270541082
devi thankyou.,0.0008817635270541082,0.0008817635270541082
madaya ka christian.,0.0008817635270541082,0.0008817635270541082
toast.,0.0008817635270541082,0.0008817635270541082
my keys were cracking and ****.,0.0008817635270541083,0.0008817635270541083
bah and humbug.,0.0009619238476953907,0.0009619238476953907
",my latest obession.",0.0009619238476953907,0.0009619238476953907
soz no ideas.,0.0009619238476953907,0.0009619238476953907
lucy is hating on my gweg!,0.0009619238476953907,0.0009619238476953907
_brody what is bf ?,0.0009619238476953907,0.0009619238476953907
mactastic i dunno ;,0.0009619238476953907,0.0009619238476953907
how`d you track me down,0.0009619238476953908,0.0009619238476953908
"i have a degree,****!!!",0.0009619238476953908,0.0009619238476953908
fab!,0.0009619238476953908,0.0009619238476953908
so what cereal do you usually like?,0.0009619238476953908,0.0009619238476953908
_death,0.0009619238476953908,0.0009619238476953908
who`s in?,0.0009619238476953908,0.0009619238476953908
should be hilarious _,0.0009619238476953908,0.0009619238476953908
that is messed up.,0.0009619238476953908,0.0009619238476953908
booo.,0.0009619238476953908,0.0009619238476953908
joe.,0.0009619238476953908,0.0009619238476953908
rosie to the vet.,0.0009619238476953908,0.0009619238476953908
me tooo!!,0.0009619238476953908,0.0009619238476953908
fab!,0.0009619238476953908,0.0009619238476953908
where art thou ?,0.0009619238476953908,0.0009619238476953908
cobra starship feat.,0.0009619238476953908,0.0009619238476953908
that would be fab!,0.0009619238476953908,0.0009619238476953908
- http://tweet.sg por favor!!!,0.0010420841683366731,0.0010420841683366731
i have such guilt associated with picking winners.,0.0010420841683366731,0.0010420841683366731
gosh!,0.0010420841683366734,0.0010420841683366734
sky diving was aaaaaawwwesome!!!!,0.0010420841683366734,0.0010420841683366734
um.,0.0010420841683366734,0.0010420841683366734
i am impressed pastor lucas!,0.0010420841683366734,0.0010420841683366734
where is hugh laurie!,0.0010420841683366734,0.0010420841683366734
gosh!,0.0010420841683366734,0.0010420841683366734
whatever.,0.0010420841683366734,0.0010420841683366734
what gear is it?,0.0010420841683366734,0.0010420841683366734
awwh mrs. oli!,0.0010420841683366734,0.0010420841683366734
my belly is speaking to me!,0.0010420841683366734,0.0010420841683366734
sort it out!,0.0010420841683366734,0.0010420841683366734
http://twitpic.com/5wb0k - what a mess.,0.0010420841683366734,0.0010420841683366734
trick question!,0.0010420841683366734,0.0010420841683366734
j heehee.,0.0011222444889779559,0.0011222444889779559
so exhausted.,0.0011222444889779559,0.0011222444889779559
xo,0.0011222444889779559,0.0011222444889779559
just picked up my copies of the printed brochures i did for the bwrc.,0.0011222444889779559,0.0011222444889779559
imagine i would say'bitch!',0.0011222444889779559,0.0011222444889779559
this was at pitman`s down south.,0.0011222444889779559,0.0011222444889779559
how could they kill him?,0.0011222444889779559,0.0011222444889779559
whatever pung !,0.0011222444889779559,0.0011222444889779559
fighting dahye unni !,0.0011222444889779559,0.0011222444889779559
before the major chop.,0.0011222444889779559,0.0011222444889779559
and a **** in the box sequel?,0.0011222444889779559,0.0011222444889779559
should i be allowed to teach?,0.0011222444889779559,0.0011222444889779559
xo,0.0011222444889779559,0.0011222444889779559
kill me.,0.0011222444889779559,0.0011222444889779559
holy shizz.,0.0011222444889779559,0.0011222444889779559
why are they so expensive??,0.0011222444889779559,0.0011222444889779559
xo,0.0011222444889779559,0.0011222444889779559
fml,0.0012024048096192384,0.0012024048096192384
"buffett lambastes bankers, insurers for ï¿½greed,ï¿½ ï¿½stupidityï¿½",0.0012024048096192384,0.0012024048096192384
it worked.,0.0012024048096192384,0.0012024048096192384
ahhhh!,0.0012024048096192384,0.0012024048096192384
"denny`s with mike, pat, and jessie.",0.0012024048096192384,0.0012024048096192384
is stoked for spring!,0.0012024048096192384,0.0012024048096192384
ahhhh!,0.0012024048096192384,0.0012024048096192384
tgif!,0.0012024048096192384,0.0012024048096192384
nails painted.,0.0012024048096192384,0.0012024048096192384
fml.,0.0012024048096192384,0.0012024048096192384
brian is teaching me soccer!!,0.0012024048096192384,0.0012024048096192384
have you worked with him before?,0.0012024048096192384,0.0012024048096192384
i did my finger.,0.0012024048096192384,0.0012024048096192384
hahahaha.,0.0012024048096192384,0.0012024048096192384
green,0.0012024048096192384,0.0012024048096192384
rip leonardo.,0.0012024048096192384,0.0012024048096192384
so um hiiiiii.,0.0012024048096192384,0.0012024048096192384
had an awsome salad!,0.0012024048096192384,0.0012024048096192384
you scared me.,0.0012024048096192384,0.0012024048096192384
hahahaha!,0.0012024048096192384,0.0012024048096192384
tgif!!,0.0012024048096192384,0.0012024048096192384
it is the miami of the central valley.,0.0012024048096192384,0.0012024048096192384
ohhh.,0.0012024048096192384,0.0012024048096192384
**** meds and bills.,0.0012024048096192386,0.0012024048096192386
no more games for you!,0.001282565130260521,0.001282565130260521
listens to msi and bakes banana bread.,0.001282565130260521,0.001282565130260521
i learned the hoedown throwdown!,0.001282565130260521,0.001282565130260521
hah nooo,0.001282565130260521,0.001282565130260521
"any ideas, tempat apa yang paling cocok?",0.001282565130260521,0.001282565130260521
period cramps are ftl.,0.001282565130260521,0.001282565130260521
oops!,0.001282565130260521,0.001282565130260521
nah,0.001282565130260521,0.001282565130260521
dunno whatta doo!,0.001282565130260521,0.001282565130260521
g!,0.001282565130260521,0.001282565130260521
cleveland was a blast.,0.001282565130260521,0.001282565130260521
his amber hallucination is evil!!,0.001282565130260521,0.001282565130260521
where are my peeps?,0.001282565130260521,0.001282565130260521
i i lose.,0.001282565130260521,0.001282565130260521
kaya lang baka maaddict ako.,0.001282565130260521,0.001282565130260521
to kill you mwahaha!,0.001282565130260521,0.001282565130260521
so no problems here.,0.001282565130260521,0.001282565130260521
games?,0.001282565130260521,0.001282565130260521
my teeshirt is faaar too small for me,0.0013627254509018035,0.0013627254509018035
morrissey cancelled on me is tatteddddd!!!!!!!!!!!!!,0.0013627254509018035,0.0013627254509018035
boooo sbs 2003 or sbs 2008!,0.0013627254509018035,0.0013627254509018035
nah jkin,0.0013627254509018035,0.0013627254509018035
i just changed the backgroung,0.0013627254509018035,0.0013627254509018035
just downloaded twitterberry.,0.0013627254509018037,0.0013627254509018037
