text,score
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,0.7574
cooking with my dad  having lots of fun in the kitchen together,0.5106
bouncing rush makes me feel nauseous,0.0
off to woolsery this morning to (hopefully) see north molton u16 clinch the north devon league title. lovely day for it,0.5859
playing singstar without my fave duetter,-0.1546
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",0.6114
" that`s just weird... :\  oh, and what was it you were drawing for me?",-0.3182
just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,0.3612
"the birds are out,, oh man... that`s not cool && i didn`t sleep yet for the night!!!",-0.4287
"250 miles down, only 1750 to go. thats ok, u2 on the radio alwas helps.",0.5859
"my street fighter iv skills are lacking, can`t beat seth on easy.",0.5423
 fil 461 with cool people like me,0.5859
good morning!!! work and then it`s espn`s sunday night baseball. hopefully it won`t get rained out,0.7562
 i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,0.4404
my son got stung by a bug for the first time  his little finger is slightly swollen.,0.0
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,0.0
 oh just referring to our lil exchange on lj with regards to twitter archive postings.,0.0
bumping dj opus in the drunk in the car.  lmao. don`t act like u don`t know.,0.6124
why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! hope you have the best day ever,0.8883
here`s a brief preview: http://bit.ly/ehcfp   omg james is creepy in that role! i`m scared of him,-0.4926
i`m missing crab legs and attending my going away instead!,-0.3595
hicks are mean!,0.0
"gettn ready to take a trip to jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",0.8345
"back soon, need to run to the shops and cut the grass",-0.2732
i`m up. i have a plan to transform my bedroom today. random.,0.0
"home until tomorrow. did my running and spinning. now time for chiropractor, laundry, shopping, and visiting family. missing nathan",-0.296
 thats another sponsor,0.0
" and most of us are going to be stuck in an office, some without windows",-0.25
 no it`s not sad. should make you proud,0.5352
"   sorry, we`ll try to keep it down.",-0.0772
is home alone.. doing hw,0.0
"according to , a quarter of families under six live in poverty.",-0.5106
the plan to not spend money is not going well,-0.2057
uploading all my bamboozle pictures of facebook,-0.3612
 congratulations ! you guys finish a month early than we do. booo,0.636
" actually, i wish i was back in tahoe.  i miss it there.",0.2732
"woke up,i wanna stay in my bed",0.0
 but my bday is june 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,0.8268
" it would be great if those vips were for some acts i`d enjoy seeing, but noooo.",0.5647
_marie wish i could make it too!!! i hate my commute sometimes,-0.4359
workin a long day today... hopefully i can make some good tips,0.6808
 but it all went too quick and there wasn`t a chance lol,0.7351
hates headaches! maybe i`m not ready to rock,-0.6488
 thanks for the support,0.6808
there`s really no android twitter app of tweetie`s calibre,-0.3597
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",0.7717
nyappy mother`s day to your mom`s.,0.0
yeah.... and im gonna take ur picture off my ipod baby..,0.0
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,-0.5106
 lol same here....wish there was a way to microsize everything...lol,0.4215
" 'organization ...itil, forget about people (and so they fail)' preaching to the converted  it is the people http://tr.im/kwua",-0.2263
"_libertine um, glad you enjoyed it...",0.743
about to have dinner and then an evening of playing cards. already packed and ready to head home tomorrow   do we have to go home?,0.5106
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,-0.7339
 he says he feels mama tucking him in at night  he`s lonely but getting by. tomorrow will be tough!,-0.4199
i miss her alot and its only been one day,-0.1531
 sounds like you all had a great night . i`m glad it was successful,0.9246
 thanks for sharing that,0.6908
 you should say mlia instead of fml  i hope you find it soon,0.4404
"garden going well, almost all the corn and peas are up, no onions or beets up yet though.",-0.0258
 nah jkin he`s hot! so... bored now,-0.4199
ahhh i`m sqeaky clean and fresh. even though i`m wearing dirty clothes  i love two and a half men - it`s amazing!,0.8858
 yes i have read them many times.,0.4019
 cuz you play a grown up on twitter?,0.34
i am living in ignorance  :@,-0.7184
 nope... it is telling you that you want cameo creams,0.0772
 awwww  we`re gonna miss you!,-0.2244
 we quite like worthing its a relaxing place with nice coffee shops and fresh air.. and not too many oiks,0.8777
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. what kind of spock is that!",0.5093
today was a lovely day! i had fun with  and  this evening!,0.8264
 beto`s pizzeria is on banksville rd in i believe the beachview area... sorry to answer like 100 years later,0.296
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",0.0258
 it was amazing,0.5859
@ barbs trying to figure out y the dsl aint connecting. i need my google. going home to my computer if it don`t start working soon. smh,-0.3182
i`m sick and sad .... missing out on martini lounge tonight,-0.8225
seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   off to bed i think...,0.4459
really wishes he had some spare cash to buy the new punch out for wii,0.2247
"aw, not going to toronto anymore.",0.0
 so sorry to hear about your mom! that really sucks,-0.5687
 i feel for you  i hope it`s a smooth flight. be safe! mucho amor from boston!,0.8856
can`t sleep...so i`m watching hgtv. i`m afraid infomercials are about to take over,0.0
i`m getting me & my family ready for kaylee`s graduation! it`s gonna make me so sad.,-0.4182
 sweet dreams,0.6908
 hay wats ur aim? we should chat,0.0
. okay kool... i might be touring all summer long but we can make it happen!,0.1882
in pain. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,-0.5106
"time to watch op, then some dead like me, then sleep.",-0.4215
having dinner with my grandma since i couldn`t be with my mum.,0.0
 haha thanks  its for history and its on how the invention of television has influence america lol,0.8271
 yea so wassup,0.0
"stupid jobs, idk what to do.",-0.5859
shopped til i dropped....come bac sunshine i miss u,0.3818
" like your pics, lucky girl, again",0.6486
 thank you   i`ve had anxiety issues for years so i think if i can make it through the first couple of days then i will be fine.,0.3818
around 3 hours left until a 3 day weekend and i have waaaay too much work to do.,0.0
feeling loved!  my mom got me a nikon cool pix for my birthday!!!!,0.8346
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref atm",0.1779
 yes! join us! all we require is a cupcake donation...,0.6688
i have such a hard time talking to new people -  i am pretty sure i didn`t make a good impression.....,0.7906
_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,0.5837
 can`t access your site!,0.0
and the sun is shinning.........at last,0.0
"we are on the slowest train ever, it stops everywhere. missed a quick train by a few minutes",-0.4215
 nup no cd either.. just a whole bunch of zeros and ones you can have for free,0.2732
my graduation day... and i feel like a failure...,0.3612
ops   that lol wasnt supposed to got to twitter,0.4215
"i don`t think i`ve ever been so tierd in my life.ugh,goodnight.so sleeping in tomorrow",0.0
 what are u going to do today my girl?,0.0
why doesnt he want me anymore,-0.0572
bad hair day,-0.5423
.....headache,0.0
sorry guys i didn`t sign in for a while  sorry every1,-0.1531
" i am just `okay-okay` .. like the rest of the sane population in the world, i hate mondays",-0.296
mozart`s requiem!,0.0
" i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",0.7936
_a_michael hey! thanks for another great day! i`m going to sleep now! i`ll chat with you tomorrow!  sweet dreams!,0.9309
" i bet its cool down in sr, huh? it`s not here. i haven`t stopped sweating since noon when dad and i were packing",0.4526
" ohshnapsss. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",-0.6369
 no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  soproudofyou.,0.0258
" http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! wish her a happy mother`s day!",0.9284
happy mother`s day mothers.,0.5719
<---my expression watching this again: http://tinyurl.com/eqbwe,0.0
stupid bipolar weather ruined my day off,-0.7579
 i didn`t want to tell you but i think it`s your body odour,0.0387
 nice beta for easports still no news on the online for madden,0.1531
 thats pretty bad quality and probably the worst pic u posted till date,-0.6597
i missed your calls,-0.296
 unfortunately for us it looks like there are no funny people on twitter  should we move to fb or start our own...flitter,0.2023
just came back from karaoke & eating dinner with emily. it was sooooo much fun,0.5106
 discrimination is not a bad thing. i`ve learned to say no. my children would say i mastered that years ago,0.1655
 sure i can talk....the fabulous **** part though is out  sorry dear,0.7906
" did you see the 15 sec clip of the new moon trailer?? its up on etonline.com ...check it out. its a big tease, though",-0.3939
just got back from working out. i`m feeling pretty good. work at 4:30,0.765
ahhh my satz blend didn`t save,0.4939
" so!!! why should that matter? i bet you would be great at it! i do!!! it`s what you love, right? why not go for it!",0.8985
dh is just about finished making his giant trio candy bar. thank the heavens. his work mates are in for a treat tomorrow!,0.8016
my ear are popping.,0.0
working on diffusing that irritation but this traffic sure isn`t helping  mother f! it`s always real bad the days th@ i help plan stuff,0.4003
