,text,score,length
18200,work is a no go,-0.296,15
25764,more work to do,0.0,15
14857,my tummy hurts!,-0.5255,15
18194,_argie yes i am,0.4019,15
20135, dont ignore me,0.2755,15
12868,mikey i`m bored,-0.2732,15
13085, i follow u lol,0.4215,15
15541,_vegetable me 2,0.0,15
3409,ontd is our god,0.2732,15
5456, your not alone,0.1877,15
19614, yeah sucks eh!,-0.1511,15
9439, nope  day off;,0.0,15
15056,is @ the pantry,0.0,15
21126,i have softball,0.0,15
13586,i don`t know !!,0.0,15
5345, what was itt!?,0.0,15
24450,  let`s hope so,0.4404,15
8574,time for mimi`s,0.0,15
22735,work work work!,0.0,15
26225, can we please?,0.3182,15
17527,is up too early,0.0,15
1433, enjoy the ride,0.4939,15
18116,  tis a sad day,-0.4767,15
11335, you`re welcome,0.4588,15
221, sounds like me,0.3612,15
7818,missin my bro..,0.0,15
7600,don`t feel good,0.4404,15
23126, aural goodness,0.4588,15
22123,my throat hurts,-0.4767,15
14010, its the wine!!,0.0,15
18713,heading to work,0.0,15
20692,time to be nerd,-0.296,15
11976,gudluck to   !!,0.0,15
21990, i am so sorry.,-0.1513,15
2360, i have to pee.,0.0,15
18799,happy mommy day,0.5719,15
8100, i saw that!!!!,0.0,15
23337, .. in sweaters,0.0,15
25384, **** no dublin,-0.296,15
534, it was amazing,0.5859,15
6345, iiight thanks.,0.4404,15
18525, aww that sucks,-0.3612,15
4947,had a great day,0.6249,15
14409,not in the mood,0.0,15
23418, can i have itl,0.0,15
14557, me me me!  lol,0.4753,15
5063, so i`m screwed,-0.539,15
4006, he won`t reply,0.0,15
19236, its fun though,0.5106,15
19066,ocean sounds cd,0.0,15
24894,on our way home,0.0,15
22100,my eyes hurts..,0.0,15
4116, don`t leave us,-0.0516,15
3878,goooooodmorning,0.0,15
6466,3rd day of pain,-0.5106,15
16077,miss your smile,0.2263,15
18716,  cool its my p,0.3182,15
20522, hahah i`ll try,0.0,15
16548,has a head cold,0.0,15
20807, darn. no bacon,-0.296,15
6542, you`ve go mail,0.0,15
7571, pictures ross.,0.0,15
6437, i miss u ceddy,-0.1531,15
26573, ohhhhh with ya,0.0,15
24967," miss you, too!",-0.2244,15
7787,misses my baby.,-0.2263,15
21869,i slept so late,0.0,15
22227,so busy already,0.0,15
26707,i want to panic,-0.4588,15
23461,off to the bank,0.0,15
12555, people r weird,-0.1779,15
14107,on youtube now!,0.0,15
22004,is up and ready,0.3612,15
25174,going to london,0.0,15
25192,twitter criado.,0.0,15
16376, oi  i love you,0.6369,15
819, aww thanx andy,0.0,15
7457, oh that`s why.,0.0,15
1969, that`s so you!,0.0,15
6056, i`m on msn now,0.0,15
3748,"me, here again!",0.0,15
26919,happy birthday.,0.5719,15
18118, wow.???? ??????,0.0,16
12885,tweep tweep haha,0.4588,16
18057, yea me too  lol,0.4215,16
18719,massive headache,0.0,16
190,happy 1 year! <3,0.784,16
5806, you`re so cute.,0.5095,16
14184,  get well soon!,0.3382,16
2328, very cute kitty,0.5095,16
16104, my condolences.,0.0,16
266,  hope he is ok!,0.6588,16
822,shower time!!!!!,0.0,16
7215,is going to shul,0.0,16
3808,loving my new tv,0.5994,16
10507, thanks for that,0.4404,16
4411,  awww thank you,0.3612,16
11609,hanging with bri,0.0,16
1145, happy birthday!,0.6114,16
19724,  they follow me,0.0,16
18672,i lost my phone.,-0.3182,16
2795, that sucks mama,-0.3612,16
24957, i miss that too,-0.1531,16
14502, congratulations,0.5994,16
6832,in pillow heaven,0.5106,16
17265, thanks! i know.,0.4926,16
14942,chilling at home,-0.0258,16
12077,"...wait, i lied.",-0.3818,16
20732,goodnight to all,0.0,16
21662, thank you jonas,0.3612,16
10093,yes man was good,0.6808,16
4058, i can`t take it,0.0,16
24405,iphone just fell,0.0,16
13524," aw, that`s cute",0.4588,16
22716, dope background,0.0,16
1965,ohay clean teeth,0.4019,16
25402,bloody sunburned,-0.4404,16
19680,hey u forgot me!,0.0,16
2789,_reviews thanks!,0.4926,16
23811,what a fun night,0.5106,16
16601,goood afternooon,0.0,16
20296,  damned hordies,-0.3818,16
3355,at work booo....,0.0,16
17239, that`s precious,0.5719,16
9432,"work day 7 of 7,",0.0,16
11645, goodnight!!!!!!,0.0,16
24962,yay back at home,0.5267,16
25541,_in_nh night bud,0.0,16
10127,push was amazing,0.5859,16
1401, random has an a,0.0,16
27338,twitter is slow!,0.0,16
10208, we found a ride,0.0,16
6318,missing everyone,-0.296,16
9072, i tried to help,0.4019,16
6317," mmm, athletic!!",0.0,16
5488,city in a bittt.,0.0,16
8873,wants to go home,0.0,16
9043, i already did..,0.0,16
8877,: where are you?,0.0,16
25111, aww that is sad,-0.4767,16
10254,up isnt im 3-d..,0.0,16
3943, whats up rick??,0.0,16
1256, you know we do!,0.0,16
17681,watching it rain,0.0,16
17688,"work, work, work",0.0,16
12250, congrats ya ran,0.5267,16
21421,editing pictures,0.0,16
14351, well thank you.,0.5574,16
6970,ps it`s rainging,0.0,16
3924,my puppy is sick,-0.5106,16
11415, thanks  will do,0.4404,16
22027, ill buy you one,-0.4215,16
12209," fo sho, im down",0.0,16
15147,missed iron chef,-0.296,16
13234,is missing tampa,-0.296,16
27434,  enjoy ur night,0.4939,16
20630,"im in pain, ****",-0.5106,16
11407,watching matilda,0.0,16
7759,what a great day,0.6249,16
8786,got let go today,0.0,16
26755,horseback riding,0.0,16
20482, ehhehehe thanks,0.4404,16
25884," yes, yes it was",0.6597,16
25885,i miss him  argh,-0.1531,16
1489, no its the same,-0.296,16
23103, follow me honey,0.0,16
8700, morning romina.,0.0,16
24321,cuba trip booked,0.0,16
20708,on the way home.,0.0,16
7980,it are mimi time,0.0,16
22473,_pax that sucks.,-0.3612,16
19045, hehe sure thing,0.3182,16
3293, take a medicine,0.0,16
25052,mo williamssssss,0.0,16
12318, done. thank you,0.3612,16
23254,is bored at work,-0.2732,16
20526,goin to work....,0.0,16
25253,_ oh i read that,0.0,16
3260,_inthemaking :aw,0.0,16
15037, hey  what`s up?,0.0,16
14229,a bit worried...,0.0,16
13418, goodnight lolsz,0.0,16
24272, have a good day,0.4404,16
20538, iloveyoumoreeee,0.0,16
23944,"yaaaaaaay, bday!",0.0,16
26757,reaaaallly bored,-0.2732,16
27325,in 7-11  w/o you,0.0,16
13072,  heyyhoo!heyhey,0.0,16
15053, how about suse?,0.0,16
3245,back from uminaa,0.0,16
25877,prepare yourself,0.0,16
11233, love those ****,0.6369,16
2774, man that sucks.,-0.3612,16
16711,one new follower,0.0,16
15926,watching  on snl,0.0,16
26893,that poor goose.,-0.4767,16
4128, britain is ****,0.0,16
13780, thank you  ****,0.3612,16
21801, over herrreeeee,0.0,16
405, have a good one,0.4404,16
18601,  thx 4 sharing!,0.68,16
18343, thats beautiful,0.5994,16
24696,happy maders day,0.5719,16
6090,  shame on me!!!,-0.6093,16
2138,i hate funerals.,-0.743,16
3536,salt and vinegar,0.0,16
27028, i dont think so,0.0,16
19509, hehe...nice try,0.0,16
16706,room is so empty,-0.3327,16
2602,going thru bills,0.0,16
23662,i sing everytime,0.0,16
6684,is bored at home,-0.2732,16
2614,i miss vlogcandy,-0.1531,16
1684," lol, sounds fun",0.7269,16
4105,i want my katie.,0.0772,16
18629, oh wow  ouch...,0.5859,16
6106, i need one too.,0.0,16
18288, it`s depressing,-0.3818,16
15983,is very hungover,0.0,16
21006, hehe i found ya,0.0,16
10050,two day hangover,0.0,16
920,roll on thursday,0.0,16
20233,ugh 3 more hours,-0.4215,16
16950,cleaning my room,0.0,16
1831,yey finally home,0.0,16
19356, big hug for you,0.4767,16
2454,where did  go???,0.0,16
957,ready to go home,0.3612,16
16821, i work tomorrow,0.0,16
9847, omg its working,0.0,16
6025,    what to say?,0.0,16
12595, i see you there,0.0,16
10707,_shaw night babe,0.0,16
10775, go with firefox,0.0,16
9841, i sure hope so!,0.6696,16
13893,great. more rain,0.6249,16
16840,  & to you matey,0.0,16
9831,my sunburn hurts,-0.4767,16
8292,  they follow my,0.0,16
24756, good to hear..!,0.4926,16
16894,fun on facebook.,0.5106,16
3596,now i feel sick.,-0.5106,16
23448, you`re welcome!,0.5093,16
11957, i got you today,0.0,16
12529,"hair, grow back!",0.0,16
26418, what happened?!,0.0,16
23596, you`re welcome.,0.4588,16
4138, no they didn`t!,-0.3595,16
14008," yeehah, quality",0.0,16
18380, what a cute dog,0.4588,16
6565,no shoes for me.,-0.296,16
13710,woo exams nxt wk,0.4767,16
21745,pulling articles,0.0,16
10164,i need new socks,0.0,16
21071,still confuse...,0.0,16
6113,twitter you suck,-0.4404,16
12446,out shopping....,0.0,16
21741,its raining! boo,0.0,16
4694, i`m learning to,0.0,16
3456, you too sweetie,0.4939,16
26264, i know right...,0.0,16
4290, why am i weird?,-0.1779,16
22791,gooooood morning,0.0,16
8530,waiting on food.,0.0,16
24588, nice to tweet u,0.4215,16
23014,cant fall asleep,0.0,16
15549,night nurse!! :s,-0.4184,16
10604, how`s your dog?,0.0,16
25775,  eat something!,0.0,16
18639, thank you love!,0.7901,16
23404,faith and daphne,0.4215,16
22793, awwwwweeee nick,0.0,16
17118, i`m not a hobo.,0.0,16
22804," ew, tongue kiss",0.4215,16
21084,surfing twitter!,0.0,16
21723,i feel like ****,0.3612,16
349,_2nd aww thanks!,0.4926,16
311,ship. i`m stuck.,-0.25,16
21078, *happy to help*,0.0,16
26259,ugh back in reno,-0.4215,16
2735,im going to work,0.0,16
2357, aww that`s cute,0.4588,16
2350, is on the radio,0.0,16
6708,has a tummy ache,-0.3818,16
16768, not working here,0.0,17
7596, oh god bless you,0.5994,17
7594,had a great night,0.6249,17
24541,if not impossible,0.0,17
17598, happy mothersday,0.5719,17
24445,got a super cold!,0.636,17
16245,finally seventeen,0.0,17
24179, great show today,0.6249,17
9098, awesome ronin121,0.6249,17
7501, link didn`t work,0.0,17
10385,trying to work...,0.0,17
19445,_says ha ha funny,0.7717,17
18803,  many thanx guys,0.0,17
16937,happy mommy day!!,0.6467,17
9913,morning everyone!,0.0,17
7376,facepanda is cool,0.3182,17
10977, everything okay?,0.2263,17
16387,ugh boring friday,-0.6249,17
17745,is in a good mood,0.4404,17
4174, twee tweet...lol,0.0,17
10738, that sounds good,0.4404,17
24948, have fun tonight,0.5106,17
24080,is watching d.o.a,0.0,17
8950, july... too long,0.0,17
24807,hello thereeeeeee,0.0,17
4344,_ottawa have fun!,0.5562,17
1577," wow, that`s good",0.7717,17
8251, nice to meet ya!,0.4753,17
17764, salt and vinegar,0.0,17
23205, i want to be at ,0.0772,17
8083,goodnight to all.,0.0,17
15889, i love that song,0.6369,17
22929,missing ontario..,-0.296,17
16025,bought beer today,0.0,17
23785,i`m bored at work,-0.2732,17
7783,its raining in md,0.0,17
23157, congratulations!,0.636,17
16257, it`s my evening.,0.0,17
7616, hi 80th fallower,0.0,17
2489, i lurveeeeee you,0.0,17
19661,mean people suck.,-0.4404,17
2494,has been rejected,-0.5106,17
7186,ive chosen grease,0.0,17
19814, thank you for ff,0.6486,17
17919,happy mommys day!,0.6114,17
15732,not a happy bunny,-0.4585,17
2721, most of the time,0.0,17
16176, ur funny  gnight,0.4404,17
3467,is drinking. yay!,0.5707,17
23656,i miss my husband,-0.1531,17
15952, not just me then,0.0,17
7985, don`t you agree?,0.3612,17
8109, oh that stinks..,0.0,17
15380,my dog ran awayyy,0.0,17
15972,cant fall asleep.,0.0,17
23294, meeting the boy?,0.0,17
17361, oh dear  not fun,-0.0263,17
10148,_style  i like it,0.3612,17
10137, i second this !!,0.0,17
1890,missing mrs mcfox,-0.296,17
1653, its tomorrow!!!!,0.0,17
9335, that wasn`t nice,0.4215,17
15392," woman, follow me",0.0,17
8647,the blowout ended,0.0,17
25722,over him  finally,0.0,17
25453, mr tweet i think,0.0,17
24651,where`s my baby?!,0.0,17
17043,  i know.  sorry.,-0.0772,17
17051,anddd justin. eff,0.0,17
15621,i don`t feel good,0.4404,17
9962, really? awesome!,0.6893,17
25008,i feel super sick,0.1531,17
7569,happy momies day!,0.6114,17
18061,at work as always,0.0,17
24230, you are welcome.,0.4588,17
7093,mode: home office,0.0,17
11242,has a tummy ache.,-0.3818,17
11010,argh! why why why,0.0,17
23954,tweet later! byee,0.0,17
16047,goodmorning world,0.0,17
7570,morning everybody,0.0,17
8765,blastinggg music.,0.0,17
24559, yay!  snl is on!,0.6103,17
18798,wishing i got fij,0.2263,17
1876," me too, it sucks",-0.3612,17
9547,wants to go home.,0.0,17
15303, i follow him now,0.0,17
9182,doin homework ugh,-0.4215,17
18586,ughh feel rubbish,0.0,17
4260, morning sunshine,0.4939,17
1729,oooh the hangover,0.0,17
1987,work was splendid,0.5859,17
25359,homework...boring,0.0,17
9563, hey mr danger!!!,-0.6458,17
17493,11:11 make a wish,0.4019,17
23639,: just the dinner,0.0,17
11266, sorry about that,-0.0772,17
24979, no twitpic?  lol,0.1531,17
17965,tour got canceled,0.0,17
2233,i hate the dryer.,-0.5719,17
1701,i lost a follower,-0.3182,17
2243,"now, 3 teardrops.",0.0,17
17993, i really hope so,0.4927,17
16974, say it isn`t so!,0.0,17
25786,i did.`t get tht.,0.0,17
3120,i have a headache,0.0,17
975,_aid16 goodnight!,0.0,17
26834,has a sore throat,-0.3612,17
21752,"i misss my phone,",0.0,17
22331,eat it caps.  3-2,0.0,17
6268, then your gaaay!,0.0,17
6777, not yet... sorry,0.0572,17
14098, unusual for them,0.0,17
364,awesome lucky you,0.7845,17
6791,thanks    _twit01,0.4404,17
22326,my car is broken.,-0.4767,17
21214,last free friday.,0.5106,17
12977,  mmmm yes please,0.6124,17
12203,beach with ashley,0.0,17
20771,happy mothers dat,0.5719,17
20996,leaving for work.,0.0,17
5705, definitley miley,0.0,17
5251, i don`t have any,0.0,17
26664,_ luv it  so true,0.5598,17
20509, happy birthday!!,0.6467,17
5919, thanks to follow,0.4404,17
5930,feel crappy today,-0.5574,17
4734,watching 48 hours,0.0,17
13740,aaaaaaaaaaa mcfly,0.0,17
1275,so very irratated,0.0,17
6714, thanks for that!,0.4926,17
5269,long night ahead.,0.0,17
26828,need to cheer up!,0.5562,17
12249,on security audit,0.34,17
20724,wants to dress up,0.0,17
5060,another rainy day,-0.0772,17
13624, i scare you? no!,-0.69,17
6767, public bathrooms,0.0,17
12354,everybody is sick,-0.5106,17
27132,_123 i cant sleep,0.0,17
20110, it`s nto as good,0.4404,17
26114, is it seven yet?,0.0,17
26807,is still waiting.,0.0,17
21960,ugh. kinda bored.,-0.5584,17
12814,building websites,0.0,17
13742, goodnight lovely,0.5859,17
20675,on runway 2 hours,0.0,17
27183, mothers day gift,0.4404,17
21114, have a good show,0.4404,17
21734,prom was awesome.,0.6249,17
21999,  its awful. xxxx,-0.4588,17
21924,not goin tto tafe,0.0,17
6716, ahh. that sucks.,-0.3612,17
13561, it`s well good!!,0.6792,17
13699,missing his voice,-0.296,17
26726, not good enough!,-0.4015,17
14809," i love you, baby",0.6369,17
14309,off to work i go!,0.0,17
20153,hahah. love them!,0.6696,17
575,mozart`s requiem!,0.0,17
13461,not feelin so hot,0.0,17
14950,happy mothers day,0.5719,17
26197, nice musli bars!,0.4753,17
421, a mouth for sure,0.3182,17
13822,"finally, holiday.",0.4019,17
6527,going to bed soon,0.0,17
20326,sweet situations.,0.4588,17
5122,finally lost fm97,-0.3182,17
21388, i hope they come,0.4404,17
20311,"boa tarde, chegay",0.0,17
26472, ... same to you!,0.0,17
11893, miss you my dear,0.25,17
19879, i miss you too!!,-0.2924,17
27377,he calls me bella,0.0,17
6049,rain rain go away,0.0,17
27381,"plan, successful?",0.5859,17
22248, you are adorable,0.4939,17
27393,really good night,0.4927,17
22263, burst my bubble!,0.0,17
4774, aw what about me,0.0,17
966, i was born there,0.0,17
20889,_d zwarte maillot,0.0,17
12641,time to bed now!!,0.0,17
21521, and i thank you.,0.3612,17
5149, i will do that..,0.0,17
20133,last day in dijon,0.0,17
20226, haha yeah it was,0.6369,17
14524,he`s pretty cute.,0.7351,17
1198, aw...poor thing.,0.0,17
13069,finished my lunch,0.0,17
26074, and you. okaaaay,0.0,17
5950,almost lunch time,0.0,17
133, why are you sad?,-0.4767,17
12082,needs a new phone,0.0,17
22463, story of my life,0.0,17
26890, why so expensive,0.0,17
5951, aww such a cutie,0.3612,17
21797,at the dmv uhhhg!,0.0,17
20435,why do i turn red,0.0,17
18680,cleaning my room..,0.0,18
26256," many thanks, mate",0.4404,18
14152,i can`t get to bed,0.0,18
21861,mothers day today!,0.0,18
20770,ohhhhh what a line,0.0,18
8259,"changing to work,.",0.0,18
14134,nice and clean now,0.6705,18
18682,going to southland,0.0,18
21851, i would notice...,0.0,18
11119,chatting w/ calyx.,0.0,18
11658, very talented sam,0.5563,18
13887,about to get crazy,-0.34,18
1138,happy mothers day!,0.6114,18
2472," adem in, adem uit",0.0,18
2462, thnx 4 the follow,0.0,18
16809,ow. sunburn hurts!,-0.5255,18
21903,i hate that place!,-0.6114,18
7150,  i know. it sucks,-0.3612,18
18650,thinking of summer,0.0,18
24861,  i appreciate you,0.4019,18
15475,  tell me about it,0.0,18
9880, thanks for trying,0.4404,18
15808,time is going slow,0.0,18
16679,my poor poor mouth,-0.7351,18
11718,_vip bye bye beard,0.0,18
26938, he says thank you,0.3612,18
12420,goooooood morning!,0.0,18
3738, voting has closed,0.0,18
16729,  have a good day!,0.4926,18
23483," hey dave, whasup?",0.0,18
6149,wants to cool down,0.3182,18
24945," oh whoops, my bad",-0.5423,18
2331,watchin family guy,0.0,18
18494,"cold,so cold ****!",0.0,18
5128, thanks `mckenzie`,0.4404,18
20658,touchin the starss,0.0,18
25783, did you watch it?,0.0,18
6665,_cali good morning,0.4404,18
14549, ah! steph tweets!,0.0,18
14546, very funny thanks,0.7485,18
7342, hello how are you,0.0,18
22152, heyyyyyyyyyyyyyya,0.0,18
12046, a pleasure murray,0.5719,18
6455, don`t count on it,0.0,18
23046,i do not feel good,-0.3412,18
1996, well best of luck,0.8519,18
2005, that`s great news,0.6249,18
15661, only you babe. <3,0.4404,18
1705,happy b-day sharon,0.5719,18
2008,cleaning time soon,0.0,18
16084, that`s depressing,-0.3818,18
19127,i`m such a chicken,0.0,18
26556,happy birthday to ,0.5719,18
19124,_d_ happy birthday,0.5719,18
1739, ummm not with me?,0.0,18
1897,watching spongebob,0.0,18
15810,  yes my dear    v,0.6486,18
14671,got such sore feet,-0.3612,18
6627,i want a new lappy,0.0772,18
10828,on the way to home,0.0,18
19391,homework  borriing,0.0,18
4186, sure i willl ....,0.3182,18
22943,i miss nicc today.,-0.1531,18
11927,fed up of pain now,-0.5106,18
25546,no one`s coming in,-0.296,18
15753," awwwww, i`m sorry",-0.0772,18
6591,sturday night live,0.0,18
7458, congratss to them,0.0,18
11962,morning sunshiines,0.0,18
14616,#bgt that poor kid,-0.4767,18
15947,hey hey hey!  lol.,0.4753,18
10631,i hate being young,-0.5719,18
7308,new project @ work,0.0,18
14742, im sorry. i fail.,-0.5859,18
6399,happy mothers dayy,0.5719,18
10232, awww sowy shortie,0.0,18
7894, ha ha  thank you!,0.7644,18
23561,  sowwy. lover you,0.5859,18
16407, why are you sad?!,0.0,18
12281,painting my room =,0.0,18
16415,  fc is back dear.,0.3818,18
5020,_atticus thank you,0.3612,18
7943,happy bank holiday,0.7506,18
20694, i don`t get it...,0.0,18
676,senior`s last day.,0.0,18
15556,wheres my phone ?!,0.0,18
10157,  what`s the deal.,0.0,18
6184, yep 14 days whoop,0.296,18
25034,off from work now!,0.0,18
1107,why am i so tired?,-0.5777,18
16379, jackson rathbone!,0.0,18
23206,"_d no, it`s not...",-0.296,18
23204,has a bad headache,-0.5423,18
20635,goodmorning world!,0.0,18
23100,  that`s bad luck!,-0.2003,18
14759, link doesn`t work,0.0,18
16223, that is so lovely,0.7065,18
26683, i can`t have any.,0.0,18
4727, that`ll do it too,0.0,18
764,i`ve just woken up,0.0,18
16255,i hope amy is okai,0.4404,18
16527," hahaha! yes, i do",0.7644,18
2117,ughhhhhhhhhhhh  :/,-0.34,18
22832, where`s the love?,0.6369,18
18969,shuuut up  stupid.,-0.5267,18
741,hates this weather,-0.4404,18
20598,i am following mya,0.0,18
4986,happpy mothers day,0.0,18
10314, i am now cleaning,0.0,18
18952,has work to go to.,0.0,18
3936, love to see that!,0.6696,18
2508, lol. thanks babe!,0.7177,18
7913, you`re welcome...,0.0,18
19715," yes, i really do.",0.4019,18
27270,is watching movies,0.0,18
9279, lol.. **** monkey,0.0,18
18016,17 again was funny,0.4404,18
4487, while you awake ?,0.0,18
22510,_sweetye i hope so,0.4404,18
5404, absolutely nothin,0.0,18
15252,ouch... head hurts,-0.4767,18
5722,awake from the nap,0.0,18
17366, ok. good to know.,0.6249,18
19917, aww poor precious,0.1531,18
17336,cowering from pain,-0.5106,18
12941, well you can  lol,0.5994,18
9365,at my cousins wake,0.0,18
23891,my head is hurting,-0.4019,18
12634,that post was for ,0.0,18
24467,   thanks so much!,0.4926,18
9422,_music_news thanks,0.4404,18
27191, tell him where...,0.0,18
22624, i`m on my way...!,0.0,18
23799, follow me please!,0.3802,18
15046,is super stressed!,0.4199,18
13617, love your show  !,0.6696,18
1436, and movies too!!!,0.0,18
9482, good morning rob!,-0.2481,18
17163, why windows vista,0.0,18
5856, truly? like what?,0.6966,18
3445,reese`s pieces ily,0.6597,18
12811, yay! busy is good,0.7644,18
17275, happy mothers day,0.5719,18
18230,still sick at home,-0.5106,18
23902,need to get a hand,0.4939,18
11371, thank you so much,0.3612,18
21459, unfortunately not,-0.34,18
5547, i missed the game,-0.296,18
13261, yeah... i suppose,0.0,18
17718, why that`s a halo,0.0,18
13203,cleaning the house,0.0,18
17837, lol... hell yeah!,-0.5707,18
17668,so slpy 2day  zzzz,0.0,18
27376,ish okay my loveee,0.2263,18
8868,lol i <3 spongebob,0.6908,18
13152,kristen i miss you,-0.1531,18
5476, oh no i hate that,-0.7096,18
1340,bout to go to work,0.0,18
3204,goodnight peoples!,0.0,18
15226,has some bad newss,-0.5423,18
17878,you are so right! ,0.0,18
27348,its cloudy outside,0.0,18
13356, i can understand!,0.0,18
15187, i know.     #hhrs,0.0,18
24227,i work in one hour,0.0,18
17929,santa monica bound,0.0,18
23950,my tv is so boring,-0.4572,18
17531,lol i cant drink!!,0.5242,18
